"list","ExpFiller","condition","workerid","competitor","correctAns","click1","click2","click3","click4","target","trial_order","trial_group","RT1","RT2","RT3","RT4","selection_correct","display"
"l3","Exp","never","38",1,"AOI2","3","3","1","2",2,29,"second_half",575,482,1813,2109,1,11
"l3","Exp","never","13",1,"AOI2","2","2","2","2",2,26,"second_half",1170,1859,1885,428,1,11
"l3","Exp","never","32",1,"AOI2","3","1","2","2",2,6,"first_half",1222,1271,2396,756,1,11
"l3","Exp","never","11",1,"AOI2","1","1","1","2",2,11,"first_half",1296,1048,5696,1408,1,11
"l3","Exp","never","40",1,"AOI2","4","2","2","2",2,4,"first_half",911,2217,4183,710,1,11
"l3","Exp","never","26",1,"AOI2","1","1","2","2",2,26,"second_half",192588,1012,737,369,1,11
"l3","Exp","never","7",1,"AOI2","2","2","2","2",2,3,"first_half",1689,1117,3088,1264,1,11
"l3","Exp","never","56",1,"AOI2","2","2","2","2",2,13,"first_half",1338,1083,1817,729,1,11
"l3","Exp","never","18",1,"AOI2","1","1","2","2",2,7,"first_half",2307,1733,3556,984,1,11
"l3","Exp","never","47",1,"AOI2","3","1","2","2",2,25,"second_half",2408,1526,1805,785,1,11
"l3","Exp","never","51",1,"AOI2","1","1","2","2",2,21,"second_half",2241,1334,2157,762,1,11
"l3","Exp","never","42",1,"AOI2","3","1","2","2",2,27,"second_half",1247,1303,1276,529,1,11
"l3","Exp","never","40",3,"AOI4","1","1","4","4",4,32,"second_half",698,553,1844,517,1,12
"l3","Exp","never","18",3,"AOI4","3","3","4","4",4,17,"second_half",2798,1031,1402,942,1,12
"l3","Exp","never","47",3,"AOI4","3","3","4","4",4,20,"second_half",1013,1496,4949,670,1,12
"l3","Exp","never","26",3,"AOI4","3","3","4","4",4,19,"second_half",706,655,971,288,1,12
"l3","Exp","never","42",3,"AOI4","1","3","4","4",4,28,"second_half",1152,1675,1557,418,1,12
"l3","Exp","never","51",3,"AOI4","2","3","4","4",4,4,"first_half",1982,1775,1793,1070,1,12
"l3","Exp","never","56",3,"AOI4","1","3","3","4",4,7,"first_half",1314,1364,2807,3671,1,12
"l3","Exp","never","11",3,"AOI4","4","4","4","4",4,30,"second_half",1360,1248,2024,592,1,12
"l3","Exp","never","38",3,"AOI4","1","1","3","4",4,6,"first_half",1689,1350,1940,2060,1,12
"l3","Exp","never","13",3,"AOI4","2","3","4","4",4,4,"first_half",1453,1157,1326,381,1,12
"l3","Exp","never","7",3,"AOI4","1","3","4","4",4,14,"first_half",3526,1101,1735,310,1,12
"l3","Exp","never","32",3,"AOI4","1","4","4","4",4,8,"first_half",1463,1552,1014,780,1,12
"l3","Filler","num75","51",1,"AOI2","4","1","2","2",2,14,"first_half",2163,1692,1574,574,1,20
"l3","Filler","num75","32",1,"AOI2","3","2","2","2",2,27,"second_half",1454,1272,1207,731,1,20
"l3","Filler","num75","40",1,"AOI2","1","1","2","2",2,29,"second_half",758,553,1373,373,1,20
"l3","Filler","num75","47",1,"AOI2","4","2","2","2",2,24,"second_half",8801,1685,1421,609,1,20
"l3","Filler","num75","18",1,"AOI2","3","1","2","2",2,18,"second_half",1763,1464,2256,723,1,20
"l3","Filler","num75","38",1,"AOI2","3","3","3","2",2,12,"first_half",608,470,1294,5262,1,20
"l3","Filler","num75","11",1,"AOI2","1","1","2","2",2,19,"second_half",1768,1040,1152,984,1,20
"l3","Filler","num75","42",1,"AOI2","1","1","2","2",2,5,"first_half",1942,638,1481,466,1,20
"l3","Filler","num75","7",1,"AOI2","1","1","1","2",2,13,"first_half",1983,1452,960,910,1,20
"l3","Filler","num75","13",1,"AOI2","3","1","2","2",2,18,"second_half",1170,1280,1119,558,1,20
"l3","Filler","num75","26",1,"AOI2","1","1","2","2",2,31,"second_half",21491,932,757,287,1,20
"l3","Filler","num75","56",1,"AOI2","4","2","2","2",2,12,"first_half",626,1485,1681,989,1,20
"l3","Filler","num25","40",4,"AOI3","3","3","3","3",3,10,"first_half",827,650,1660,445,1,22
"l3","Filler","num25","26",4,"AOI3","1","3","3","3",3,32,"second_half",706,869,1168,644,1,22
"l3","Filler","num25","56",4,"AOI3","1","3","3","3",3,4,"first_half",1647,1329,1619,601,1,22
"l3","Filler","num25","13",4,"AOI3","3","3","3","3",3,9,"first_half",946,985,1689,700,1,22
"l3","Filler","num25","51",4,"AOI3","3","3","3","3",3,16,"second_half",2088,1223,1591,760,1,22
"l3","Filler","num25","18",4,"AOI3","1","3","3","3",3,1,"first_half",3584,1950,1368,1427,1,22
"l3","Filler","num25","7",4,"AOI3","1","3","3","3",3,5,"first_half",1256,1520,2094,564,1,22
"l3","Filler","num25","47",4,"AOI3","1","3","3","3",3,15,"first_half",1652,1452,1405,930,1,22
"l3","Filler","num25","11",4,"AOI3","1","3","3","3",3,23,"second_half",1552,1656,1264,648,1,22
"l3","Filler","num25","42",4,"AOI3","1","1","3","3",3,12,"first_half",1124,1095,5085,412,1,22
"l3","Filler","num25","32",4,"AOI3","2","3","3","3",3,5,"first_half",2163,1197,1183,739,1,22
"l3","Filler","num0","26",2,"AOI1","3","1","1","1",1,30,"second_half",686,788,962,399,1,24
"l3","Filler","num0","32",2,"AOI1","3","1","1","1",1,26,"second_half",948,1248,1150,893,1,24
"l3","Filler","num0","47",2,"AOI1","1","1","1","1",1,3,"first_half",2951,1509,2324,977,1,24
"l3","Filler","num0","13",2,"AOI1","3","2","1","1",1,23,"second_half",899,1545,1395,320,1,24
"l3","Filler","num0","11",2,"AOI1","3","1","1","1",1,12,"first_half",1440,992,6224,1672,1,24
"l3","Filler","num0","7",2,"AOI1","4","1","1","1",1,32,"second_half",695,1662,1291,402,1,24
"l3","Filler","num0","40",2,"AOI1","2","2","1","1",1,5,"first_half",1275,626,1769,493,1,24
"l3","Filler","num0","38",2,"AOI1","3","1","1","1",1,18,"second_half",1534,1216,910,552,1,24
"l3","Filler","num0","56",2,"AOI1","1","1","1","1",1,1,"first_half",1540,764,1170,1299,1,24
"l3","Filler","num0","18",2,"AOI1","3","1","1","1",1,14,"first_half",1098,2487,1688,971,1,24
"l3","Filler","num0","42",2,"AOI1","1","1","1","1",1,1,"first_half",1198,1740,1560,648,1,24
"l3","Filler","num0","51",2,"AOI1","3","1","1","1",1,30,"second_half",1338,1588,1538,687,1,24
"l3","Filler","num100","56",3,"AOI4","2","4","4","4",4,29,"second_half",916,1470,1153,536,1,17
"l3","Filler","num100","40",3,"AOI4","3","3","4","4",4,20,"second_half",697,565,1494,1504,1,17
"l3","Filler","num100","13",3,"AOI4","3","3","4","4",4,32,"second_half",4366,1414,885,209,1,17
"l3","Filler","num100","42",3,"AOI4","4","4","4","4",4,31,"second_half",917,497,686,572,1,17
"l3","Filler","num100","7",3,"AOI4","3","3","4","4",4,18,"second_half",719,948,1306,371,1,17
"l3","Filler","num100","47",3,"AOI4","3","3","4","4",4,28,"second_half",1108,1043,1808,1016,1,17
"l3","Filler","num100","38",3,"AOI4","1","1","4","4",4,25,"second_half",612,726,2022,354,1,17
"l3","Filler","num100","51",3,"AOI4","1","3","4","4",4,19,"second_half",2009,1316,2050,576,1,17
"l3","Filler","num100","11",3,"AOI4","3","3","4","4",4,26,"second_half",2432,912,1376,792,1,17
"l3","Filler","num100","32",3,"AOI4","3","3","4","4",4,7,"first_half",1262,861,1038,683,1,17
"l3","Filler","num100","26",3,"AOI4","3","3","4","4",4,14,"first_half",828,778,829,307,1,17
"l3","Filler","num100","18",3,"AOI4","3","3","4","4",4,15,"first_half",1386,580,1314,834,1,17
"l3","Filler","num0","56",4,"AOI3","2","4","4","3",3,3,"first_half",1207,2072,998,1300,1,25
"l3","Filler","num0","32",4,"AOI3","1","4","4","3",3,29,"second_half",1173,1834,1175,918,1,25
"l3","Filler","num0","38",4,"AOI3","3","3","3","3",3,28,"second_half",689,648,1663,1129,1,25
"l3","Filler","num0","18",4,"AOI3","1","3","3","3",3,28,"second_half",1824,1478,1652,1904,1,25
"l3","Filler","num0","7",4,"AOI3","1","1","3","3",3,7,"first_half",1228,1031,1403,438,1,25
"l3","Filler","num0","51",4,"AOI3","1","3","3","3",3,32,"second_half",2229,1330,2219,2332,1,25
"l3","Filler","num0","42",4,"AOI3","1","3","3","3",3,8,"first_half",2035,1264,1142,1009,1,25
"l3","Filler","num0","26",4,"AOI3","3","3","3","3",3,4,"first_half",982,301147,1975,920,1,25
"l3","Filler","num0","11",4,"AOI3","4","4","4","3",3,27,"second_half",2128,1720,1232,1160,1,25
"l3","Filler","num0","47",4,"AOI3","3","3","4","3",3,8,"first_half",2552,778,2465,1435,1,25
"l3","Filler","num0","40",4,"AOI3","4","4","4","3",3,21,"second_half",770,601,1503,1481,1,25
"l3","Filler","num0","13",2,"AOI1","1","1","1","1",1,13,"first_half",784,1061,1466,1971,1,26
"l3","Filler","num0","32",2,"AOI1","3","2","2","1",1,24,"second_half",1327,1343,1199,1254,1,26
"l3","Filler","num0","51",2,"AOI1","4","1","1","1",1,7,"first_half",2506,2019,1872,1552,1,26
"l3","Filler","num0","47",2,"AOI1","4","4","1","1",1,2,"first_half",2267,829,2445,682,1,26
"l3","Filler","num0","56",2,"AOI1","4","2","2","1",1,26,"second_half",934,1502,1421,1151,1,26
"l3","Filler","num0","40",2,"AOI1","3","3","1","1",1,13,"first_half",697,902,1627,1154,1,26
"l3","Filler","num0","38",2,"AOI1","3","3","1","1",1,32,"second_half",548,488,1265,956,1,26
"l3","Filler","num0","26",2,"AOI1","3","1","1","1",1,29,"second_half",818,818,768,1115,1,26
"l3","Filler","num0","11",2,"AOI1","2","2","2","1",1,14,"first_half",3536,1304,1328,1376,1,26
"l3","Filler","num0","18",2,"AOI1","1","1","1","1",1,11,"first_half",1377,833,2347,1874,1,26
"l3","Filler","num0","42",2,"AOI1","1","1","1","1",1,16,"second_half",2108,1054,1084,1603,1,26
"l3","Filler","num25","40",3,"AOI4","3","3","3","4",4,2,"first_half",1130,794,2347,1756,1,27
"l3","Filler","num25","47",3,"AOI4","4","4","4","4",4,11,"first_half",1854,923,3377,870,1,27
"l3","Filler","num25","51",3,"AOI4","2","3","3","4",4,2,"first_half",3386,1504,3649,1328,1,27
"l3","Filler","num25","32",3,"AOI4","4","4","4","4",4,3,"first_half",2100,988,1825,1440,1,27
"l3","Filler","num25","38",3,"AOI4","4","4","4","4",4,26,"second_half",1142,673,1557,1047,1,27
"l3","Filler","num25","7",3,"AOI4","1","1","3","4",4,29,"second_half",1185,587,907,1300,1,27
"l3","Filler","num25","13",3,"AOI4","1","3","3","4",4,10,"first_half",1156,1570,6036,1628,1,27
"l3","Filler","num25","56",3,"AOI4","4","4","4","4",4,31,"second_half",844,1096,1478,1405,1,27
"l3","Filler","num25","18",3,"AOI4","3","3","3","4",4,5,"first_half",1401,831,2125,1536,1,27
"l3","Filler","num25","42",3,"AOI4","1","3","3","4",4,30,"second_half",1484,3483,1064,1102,1,27
"l3","Filler","num25","26",3,"AOI4","3","3","3","4",4,16,"second_half",2404,1750,614,1075,1,27
"l3","Filler","num25","13",1,"AOI2","1","1","1","2",2,20,"second_half",2084,903,2102,2965,1,28
"l3","Filler","num25","7",1,"AOI2","4","2","2","2",2,30,"second_half",609,1535,1535,958,1,28
"l3","Filler","num25","51",1,"AOI2","1","1","1","2",2,12,"first_half",1641,1046,1935,4411,1,28
"l3","Filler","num25","40",1,"AOI2","3","3","1","2",2,11,"first_half",781,878,2528,1495,1,28
"l3","Filler","num25","42",1,"AOI2","3","1","1","2",2,24,"second_half",2550,1515,841,1846,1,28
"l3","Filler","num25","26",1,"AOI2","3","1","1","2",2,15,"first_half",798,757,1616,1034,1,28
"l3","Filler","num25","32",1,"AOI2","2","2","2","2",2,10,"first_half",1591,844,1569,1359,1,28
"l3","Filler","num25","18",1,"AOI2","3","1","1","2",2,25,"second_half",2093,1569,1653,1544,1,28
"l3","Filler","num25","11",1,"AOI2","1","1","1","2",2,10,"first_half",1120,928,1512,1816,1,28
"l3","Filler","num25","56",1,"AOI2","1","1","1","2",2,22,"second_half",1113,1080,1713,1436,1,28
"l3","Filler","num25","47",1,"AOI2","3","1","1","2",2,18,"second_half",1556,2427,1964,1221,1,28
"l3","Filler","num25","38",1,"AOI2","2","2","2","2",2,30,"second_half",649,620,1396,1230,1,28
"l3","Filler","num75","26",2,"AOI1","3","1","1","1",1,18,"second_half",7880,1544,1014,880,1,29
"l3","Filler","num75","38",2,"AOI1","1","1","1","1",1,22,"second_half",1125,757,1926,1248,1,29
"l3","Filler","num75","51",2,"AOI1","3","1","1","1",1,25,"second_half",2433,1223,2780,1159,1,29
"l3","Filler","num75","56",2,"AOI1","1","1","1","1",1,17,"second_half",950,926,1177,453,1,29
"l3","Filler","num75","11",2,"AOI1","1","1","1","1",1,8,"first_half",936,984,1296,1368,1,29
"l3","Filler","num75","47",2,"AOI1","1","1","1","1",1,32,"second_half",1025,810,2321,764,1,29
"l3","Filler","num75","42",2,"AOI1","1","1","1","1",1,11,"first_half",1305,634,1396,1420,1,29
"l3","Filler","num75","32",2,"AOI1","2","2","2","1",1,17,"second_half",1038,1142,1610,1487,1,29
"l3","Filler","num75","18",2,"AOI1","2","2","2","1",1,23,"second_half",1187,869,5426,1976,1,29
"l3","Filler","num75","40",2,"AOI1","1","1","1","1",1,28,"second_half",685,542,1336,985,1,29
"l3","Filler","num75","7",2,"AOI1","4","2","1","1",1,11,"first_half",1200,1286,1624,1799,1,29
"l3","Filler","num75","13",2,"AOI1","1","1","1","1",1,2,"first_half",1521,1232,2370,766,1,29
"l3","Filler","num75","38",3,"AOI4","2","3","3","4",4,9,"first_half",679,1416,2906,1434,1,30
"l3","Filler","num75","47",3,"AOI4","4","4","4","4",4,10,"first_half",937,2,4591,807,1,30
"l3","Filler","num75","40",3,"AOI4","4","4","4","4",4,3,"first_half",937,758,2755,1336,1,30
"l3","Filler","num75","11",3,"AOI4","2","3","3","4",4,18,"second_half",1440,1432,1432,1528,1,30
"l3","Filler","num75","51",3,"AOI4","3","3","3","4",4,5,"first_half",1615,1519,4226,1366,1,30
"l3","Filler","num75","26",3,"AOI4","3","3","3","4",4,9,"first_half",5052,696,1341,808,1,30
"l3","Filler","num75","13",3,"AOI4","1","3","3","4",4,27,"second_half",2637,1195,1201,1404,1,30
"l3","Filler","num75","32",3,"AOI4","4","4","4","4",4,12,"first_half",1326,949,1393,1446,1,30
"l3","Filler","num75","42",3,"AOI4","1","3","3","4",4,19,"second_half",1133,3297,1262,1655,1,30
"l3","Filler","num75","7",3,"AOI4","2","2","3","4",4,31,"second_half",826,442,1508,1069,1,30
"l3","Filler","num75","56",3,"AOI4","2","4","4","4",4,20,"second_half",1136,1703,2429,1267,1,30
"l3","Filler","num100","47",1,"AOI2","2","2","2","2",2,26,"second_half",1223,987,1454,860,1,31
"l3","Filler","num100","56",1,"AOI2","3","1","1","2",2,28,"second_half",1508,1066,2531,1269,1,31
"l3","Filler","num100","32",1,"AOI2","3","2","2","2",2,30,"second_half",916,1206,918,853,1,31
"l3","Filler","num100","11",1,"AOI2","2","2","2","2",2,20,"second_half",2456,3248,896,1008,1,31
"l3","Filler","num100","40",1,"AOI2","1","1","1","2",2,7,"first_half",721,902,1575,1036,1,31
"l3","Filler","num100","51",1,"AOI2","2","2","2","2",2,15,"first_half",1505,1458,1864,1034,1,31
"l3","Filler","num100","38",1,"AOI2","1","1","1","2",2,23,"second_half",563,519,977,1727,1,31
"l3","Filler","num100","42",1,"AOI2","3","1","1","2",2,7,"first_half",2444,1123,932,671,1,31
"l3","Filler","num100","18",1,"AOI2","1","1","1","2",2,31,"second_half",1720,688,1178,1247,1,31
"l3","Filler","num100","13",1,"AOI2","3","1","1","2",2,19,"second_half",1473,1130,920,1299,1,31
"l3","Filler","num100","26",1,"AOI2","2","3","1","2",2,22,"second_half",890,961,1668,665,1,31
"l3","Filler","num100","7",1,"AOI2","4","2","2","2",2,15,"first_half",894,1203,1235,776,1,31
"l3","Filler","num100","51",4,"AOI3","1","3","3","3",3,26,"second_half",1137,1596,1762,984,1,32
"l3","Filler","num100","38",4,"AOI3","4","4","4","3",3,27,"second_half",857,832,733,926,1,32
"l3","Filler","num100","40",4,"AOI3","2","2","4","3",3,12,"first_half",709,542,1673,1024,1,32
"l3","Filler","num100","32",4,"AOI3","1","3","3","3",3,11,"first_half",1174,1239,1157,990,1,32
"l3","Filler","num100","47",4,"AOI3","3","3","3","3",3,17,"second_half",1074,2513,1366,842,1,32
"l3","Filler","num100","11",4,"AOI3","1","3","3","3",3,2,"first_half",2863,1824,1784,792,1,32
"l3","Filler","num100","13",4,"AOI3","1","3","3","3",3,8,"first_half",1102,1566,919,1116,1,32
"l3","Filler","num100","56",4,"AOI3","2","4","4","3",3,14,"first_half",1091,1501,1276,1152,1,32
"l3","Filler","num100","26",4,"AOI3","1","3","3","3",3,10,"first_half",11467,646,2066,860,1,32
"l3","Filler","num100","7",4,"AOI3","3","3","3","3",3,19,"second_half",1734,607,784,426,1,32
"l3","Filler","num100","42",4,"AOI3","1","3","3","3",3,4,"first_half",1230,2435,811,698,1,32
"l3","Filler","num100","18",4,"AOI3","3","3","3","3",3,13,"first_half",1197,996,1736,897,1,32
"l3","Filler","num0","56",1,"AOI2","1","1","2","2",2,2,"first_half",1111,812,3881,820,1,23
"l3","Filler","num0","18",1,"AOI2","1","1","2","2",2,22,"second_half",2035,777,1378,552,1,23
"l3","Filler","num0","32",1,"AOI2","4","1","2","2",2,19,"second_half",1133,1415,1536,982,1,23
"l3","Filler","num0","7",1,"AOI2","4","2","2","2",2,21,"second_half",649,1340,1109,290,1,23
"l3","Filler","num0","47",1,"AOI2","1","1","2","2",2,4,"first_half",2205,455,2040,1025,1,23
"l3","Filler","num0","13",1,"AOI2","1","1","2","2",2,3,"first_half",1153,983,1489,584,1,23
"l3","Filler","num0","26",1,"AOI2","3","1","2","2",2,7,"first_half",860,849,952,307,1,23
"l3","Filler","num0","38",1,"AOI2","2","2","2","2",2,13,"first_half",1455,640,2865,505,1,23
"l3","Filler","num0","42",1,"AOI2","1","1","2","2",2,13,"first_half",1128,985,1048,380,1,23
"l3","Filler","num0","51",1,"AOI2","2","2","2","2",2,28,"second_half",1583,1042,2052,779,1,23
"l3","Filler","num0","11",1,"AOI2","4","2","2","2",2,6,"first_half",3319,1262,1760,544,1,23
"l3","Filler","num0","40",1,"AOI2","4","4","2","2",2,24,"second_half",661,601,2071,758,1,23
"l3","Filler","num100","11",4,"AOI3","1","3","3","3",3,5,"first_half",6303,1488,1120,832,1,18
"l3","Filler","num100","47",4,"AOI3","1","3","3","3",3,7,"first_half",8832,1496,3352,641,1,18
"l3","Filler","num100","7",4,"AOI3","1","1","3","3",3,26,"second_half",588,507,1180,297,1,18
"l3","Filler","num100","56",4,"AOI3","3","3","3","3",3,5,"first_half",1623,674,1200,699,1,18
"l3","Filler","num100","42",4,"AOI3","1","3","3","3",3,23,"second_half",876,1588,882,501,1,18
"l3","Filler","num100","13",4,"AOI3","1","3","3","3",3,1,"first_half",1063,3785,1342,459,1,18
"l3","Filler","num100","51",4,"AOI3","2","2","3","3",3,11,"first_half",1447,1079,2438,653,1,18
"l3","Filler","num100","32",4,"AOI3","1","3","3","3",3,2,"first_half",2074,1399,1231,997,1,18
"l3","Filler","num100","26",4,"AOI3","3","3","3","3",3,2,"first_half",1043,974,890,736,1,18
"l3","Filler","num100","40",4,"AOI3","2","2","3","3",3,19,"second_half",637,639,1446,541,1,18
"l3","Filler","num100","18",4,"AOI3","1","3","3","3",3,12,"first_half",1088,1299,1430,588,1,18
"l3","Filler","num25","18",3,"AOI4","3","3","4","4",4,3,"first_half",1429,871,1370,737,1,21
"l3","Filler","num25","26",3,"AOI4","3","3","4","4",4,3,"first_half",910,1361,798,522,1,21
"l3","Filler","num25","42",3,"AOI4","3","3","4","4",4,9,"first_half",1545,1156,1089,346,1,21
"l3","Filler","num25","11",3,"AOI4","2","4","4","4",4,15,"first_half",1831,1456,2103,704,1,21
"l3","Filler","num25","38",3,"AOI4","1","1","4","4",4,16,"second_half",1093,306,6442,348,1,21
"l3","Filler","num25","51",3,"AOI4","4","4","4","4",4,31,"second_half",2560,1026,1731,530,1,21
"l3","Filler","num25","7",3,"AOI4","2","4","4","4",4,22,"second_half",746,1384,814,1056,1,21
"l3","Filler","num25","32",3,"AOI4","1","3","4","4",4,32,"second_half",1728,1071,892,684,1,21
"l3","Filler","num25","40",3,"AOI4","1","1","4","4",4,23,"second_half",637,590,1422,541,1,21
"l3","Filler","num25","56",3,"AOI4","1","3","4","4",4,30,"second_half",1063,1419,1080,635,1,21
"l3","Filler","num25","47",3,"AOI4","3","3","4","4",4,9,"first_half",31066,1367,2145,722,1,21
"l3","Filler","num25","13",3,"AOI4","1","4","4","4",4,30,"second_half",1958,1938,881,230,1,21
"l3","Filler","num75","40",2,"AOI1","3","3","1","1",1,22,"second_half",770,517,1688,504,1,19
"l3","Filler","num75","18",2,"AOI1","3","1","1","1",1,29,"second_half",932,1341,1171,735,1,19
"l3","Filler","num75","11",2,"AOI1","2","2","1","1",1,9,"first_half",1088,944,1368,1208,1,19
"l3","Filler","num75","56",2,"AOI1","4","2","1","1",1,8,"first_half",811,1193,1292,454,1,19
"l3","Filler","num75","13",2,"AOI1","2","2","1","1",1,6,"first_half",1830,934,1252,702,1,19
"l3","Filler","num75","26",2,"AOI1","3","1","1","1",1,5,"first_half",1483,1270,879,430,1,19
"l3","Filler","num75","7",2,"AOI1","2","2","1","1",1,4,"first_half",1892,1074,1752,857,1,19
"l3","Filler","num75","42",2,"AOI1","1","1","1","1",1,2,"first_half",3258,879,1600,556,1,19
"l3","Filler","num75","38",2,"AOI1","1","1","1","1",1,24,"second_half",821,620,949,1003,1,19
"l3","Filler","num75","51",2,"AOI1","1","1","1","1",1,18,"second_half",1277,1138,1530,732,1,19
"l3","Filler","num75","47",2,"AOI1","1","1","1","1",1,6,"first_half",1118,1013,2226,919,1,19
"l3","Filler","num75","32",2,"AOI1","3","1","1","1",1,21,"second_half",868,1545,1327,934,1,19
"l4","Exp","rarely","19",1,"AOI2","3","1","2","2",2,9,"first_half",1398,1772,1386,778,1,2
"l4","Exp","rarely","8",1,"AOI2","1","1","1","2",2,22,"second_half",975,627,919,1173,1,2
"l4","Exp","rarely","36",1,"AOI2","3","3","2","2",2,6,"first_half",1061,5074,4365,714,1,2
"l4","Exp","rarely","48",1,"AOI2","2","2","2","2",2,5,"first_half",1392,1135,2268,899,1,2
"l4","Exp","rarely","16",1,"AOI2","2","2","2","2",2,28,"second_half",1210,1030,997,593,1,2
"l4","Exp","rarely","41",1,"AOI2","3","1","2","2",2,16,"second_half",892,1424,1530,1790,1,2
"l4","Exp","rarely","58",1,"AOI2","3","2","2","2",2,32,"second_half",756,1466,1658,472,1,2
"l4","Exp","rarely","25",1,"AOI2","1","1","2","2",2,7,"first_half",2996,1172,1676,528,1,2
"l4","Exp","rarely","57",1,"AOI2","3","1","2","2",2,13,"first_half",745,1337,1683,604,1,2
"l4","Exp","rarely","29",1,"AOI2","4","1","2","2",2,12,"first_half",624,1271,1432,689,1,2
"l4","Exp","usually","29",2,"AOI1","1","1","1","1",1,23,"second_half",744,631,1345,447,1,1
"l4","Exp","usually","57",2,"AOI1","1","1","1","1",1,27,"second_half",1180,1115,1764,597,1,1
"l4","Exp","usually","41",2,"AOI1","1","1","1","1",1,27,"second_half",1170,703,1363,1268,1,1
"l4","Exp","usually","8",2,"AOI1","1","1","1","1",1,25,"second_half",1594,841,912,1117,1,1
"l4","Exp","usually","16",2,"AOI1","3","2","2","1",1,26,"second_half",854,1308,731,963,1,1
"l4","Exp","usually","48",2,"AOI1","1","1","1","1",1,30,"second_half",2113,872,1635,686,1,1
"l4","Exp","usually","25",2,"AOI1","1","1","1","1",1,13,"first_half",999,378,801,709,1,1
"l4","Exp","usually","60",2,"AOI1","4","1","1","1",1,15,"first_half",738,1335,871,833,1,1
"l4","Exp","usually","58",2,"AOI1","2","2","1","1",1,29,"second_half",1039,1331,1201,332,1,1
"l4","Exp","usually","19",2,"AOI1","3","1","1","1",1,15,"first_half",1151,1138,1590,1521,1,1
"l4","Exp","always","25",4,"AOI3","4","4","3","3",3,1,"first_half",2062,1012,1450,534,1,14
"l4","Exp","always","60",4,"AOI3","1","1","1","3",3,29,"second_half",819,300,986,1403,1,14
"l4","Exp","always","19",4,"AOI3","1","3","3","3",3,16,"second_half",1210,1370,1391,423,1,14
"l4","Exp","always","8",4,"AOI3","1","3","3","3",3,23,"second_half",1325,927,761,1086,1,14
"l4","Exp","always","41",4,"AOI3","2","4","3","3",3,20,"second_half",868,1692,2344,750,1,14
"l4","Exp","always","36",4,"AOI3","3","3","3","3",3,12,"first_half",857,1580,1515,505,1,14
"l4","Exp","always","29",4,"AOI3","3","3","3","3",3,26,"second_half",1159,472,617,439,1,14
"l4","Exp","always","58",4,"AOI3","3","3","3","3",3,7,"first_half",1315,945,1162,511,1,14
"l4","Exp","always","57",4,"AOI3","3","3","3","3",3,21,"second_half",1142,799,2650,440,1,14
"l4","Exp","always","16",4,"AOI3","2","4","4","3",3,16,"second_half",1711,1402,653,1243,1,14
"l4","Exp","always","48",4,"AOI3","4","4","3","3",3,15,"first_half",2287,1296,1094,669,1,14
"l4","Exp","usually","57",1,"AOI2","1","1","1","2",2,1,"first_half",8752,1537,1838,1552,1,13
"l4","Exp","usually","60",1,"AOI2","1","1","1","2",2,2,"first_half",1225,528,1046,1287,1,13
"l4","Exp","usually","25",1,"AOI2","2","2","2","2",2,27,"second_half",858,453,543,689,1,13
"l4","Exp","usually","48",1,"AOI2","3","1","2","2",2,21,"second_half",1778,1175,1754,1241,1,13
"l4","Exp","usually","16",1,"AOI2","1","1","2","2",2,12,"first_half",1243,667,1351,872,1,13
"l4","Exp","usually","36",1,"AOI2","3","1","1","2",2,29,"second_half",1106,1146,1219,1058,1,13
"l4","Exp","usually","8",1,"AOI2","3","1","1","2",2,19,"second_half",1253,1268,872,1054,1,13
"l4","Exp","usually","58",1,"AOI2","4","2","2","2",2,21,"second_half",913,1635,4214,1049,1,13
"l4","Exp","usually","19",1,"AOI2","1","1","2","2",2,17,"second_half",1087,659,1159,478,1,13
"l4","Exp","usually","29",1,"AOI2","3","1","1","2",2,6,"first_half",951,1624,1200,856,1,13
